agent,prey,pred,agentPreyDist,agentPredDist,preyPredDist,utility
10,30,38,10,13,5,3.0705064367619883
10,30,39,10,12,4,3.0692531182244034
10,30,40,10,11,5,3.0608407899408365
10,30,41,10,10,6,3.0581240332346415
10,30,42,10,10,7,3.056797149205255
10,30,43,10,9,8,3.054847538004484
10,30,44,10,9,8,3.054847538004484
10,30,45,10,8,8,3.054201992897346
10,30,46,10,9,7,3.0546365068435257
10,30,47,10,8,8,3.054201992897346
10,30,48,10,7,9,3.0533304346383323
10,30,49,10,7,9,3.0533304346383323
10,31,0,11,6,10,3.0571388695021966
10,31,1,11,5,11,3.0575568395131043
10,31,2,11,6,10,3.0571388695021966
10,31,3,11,6,11,3.057061040572755
10,31,4,11,6,11,3.057061040572755
10,31,5,11,5,12,3.0575446887981403
10,31,6,11,4,12,3.0592212926040316
10,31,7,11,3,13,3.0604395121821795
10,31,8,11,2,12,inf
10,31,9,11,1,12,inf
10,31,10,11,0,11,inf
10,31,11,11,1,12,inf
10,31,12,11,2,12,inf
10,31,13,11,2,11,inf
10,31,14,11,1,10,inf
10,31,15,11,2,9,inf
10,31,16,11,3,8,3.074007511870711
10,31,17,11,4,8,3.0739477145583374
10,31,18,11,3,8,3.07400498357651
10,31,19,11,4,7,3.0739456996687657
10,31,20,11,5,6,3.073904723487069
10,31,21,11,4,7,3.0739718815808295
10,31,22,11,5,6,3.0739509430262846
10,31,23,11,6,5,3.07410839399266
10,31,24,11,6,5,3.0740377665509135
10,31,25,11,7,4,3.074167834083584
10,31,26,11,6,5,3.0741501408856227
10,31,27,11,7,4,3.0741964138246494
10,31,28,11,8,3,3.0745546124102026
10,31,29,11,9,2,3.0748131864258696
10,31,30,11,10,1,3.0753945436561816
10,31,31,11,11,0,3.0755814695232995
10,31,32,11,11,1,3.0755814695232995
10,31,33,11,11,1,3.0755248515826175
10,31,34,11,10,2,3.0750496881480904
10,31,35,11,11,3,3.073920142866634
10,31,36,11,12,4,3.071692401764161
10,31,37,11,12,5,3.0708985837896448
10,31,38,11,13,5,3.0720824096788135
10,31,39,11,12,4,3.0709115959466784
10,31,40,11,11,5,3.064247967111623
10,31,41,11,10,6,3.061775345921358
10,31,42,11,10,7,3.0606092913839387
10,31,43,11,9,8,3.058564138138403
10,31,44,11,9,8,3.058564138138403
10,31,45,11,8,8,3.0578427022030095
10,31,46,11,9,7,3.0583260410609343
10,31,47,11,8,8,3.0578427022030095
10,31,48,11,7,9,3.056887235669641
10,31,49,11,7,9,3.056887235669641
10,32,0,11,6,10,3.0571388695021966
10,32,1,11,5,11,3.0575568395131043
10,32,2,11,6,10,3.0571388695021966
10,32,3,11,6,11,3.057061040572755
10,32,4,11,6,11,3.057061040572755
10,32,5,11,5,12,3.0575446887981403
10,32,6,11,4,12,3.0592212926040316
10,32,7,11,3,13,3.0604395121821795
10,32,8,11,2,12,inf
10,32,9,11,1,12,inf
10,32,10,11,0,11,inf
10,32,11,11,1,12,inf
10,32,12,11,2,12,inf
10,32,13,11,2,11,inf
10,32,14,11,1,10,inf
10,32,15,11,2,9,inf
10,32,16,11,3,8,3.074007511870711
10,32,17,11,4,8,3.0739477145583374
10,32,18,11,3,8,3.07400498357651
10,32,19,11,4,7,3.0739456996687657
10,32,20,11,5,6,3.073904723487069
10,32,21,11,4,7,3.0739718815808295
10,32,22,11,5,6,3.0739509430262846
10,32,23,11,6,5,3.07410839399266
10,32,24,11,6,5,3.0740377665509135
10,32,25,11,7,4,3.074167834083584
10,32,26,11,6,5,3.0741501408856227
10,32,27,11,7,4,3.0741964138246494
10,32,28,11,8,3,3.0745546124102026
10,32,29,11,9,2,3.0748131864258696
10,32,30,11,10,1,3.0753945436561816
10,32,31,11,11,1,3.0755814695232995
10,32,32,11,11,0,3.0755814695232995
10,32,33,11,11,1,3.0755248515826175
10,32,34,11,10,2,3.0750496881480904
10,32,35,11,11,3,3.073920142866634
10,32,36,11,12,4,3.071692401764161
10,32,37,11,12,5,3.0708985837896448
10,32,38,11,13,5,3.0720824096788135
10,32,39,11,12,4,3.0709115959466784
10,32,40,11,11,5,3.064247967111623
10,32,41,11,10,6,3.061775345921358
10,32,42,11,10,7,3.0606092913839387
10,32,43,11,9,8,3.058564138138403
10,32,44,11,9,8,3.058564138138403
10,32,45,11,8,8,3.0578427022030095
10,32,46,11,9,7,3.0583260410609343
10,32,47,11,8,8,3.0578427022030095
10,32,48,11,7,9,3.056887235669641
10,32,49,11,7,9,3.056887235669641
10,33,0,11,6,9,3.0576822275092805
10,33,1,11,5,10,3.058063260167196
10,33,2,11,6,9,3.0576822275092805
10,33,3,11,6,10,3.0576025462942886
10,33,4,11,6,10,3.0576025462942886
10,33,5,11,5,11,3.0580507997314403
10,33,6,11,4,11,3.0596411009260382
10,33,7,11,3,12,3.060793963891764
10,33,8,11,2,12,inf
10,33,9,11,1,12,inf
10,33,10,11,0,11,inf
10,33,11,11,1,12,inf
10,33,12,11,2,12,inf
10,33,13,11,2,11,inf
10,33,14,11,1,10,inf
10,33,15,11,2,9,inf
10,33,16,11,3,8,3.073630411323374
10,33,17,11,4,8,3.0735558471232673
10,33,18,11,3,8,3.0736279575693994
10,33,19,11,4,7,3.0735514164851723
10,33,20,11,5,6,3.073496537022003
10,33,21,11,4,7,3.0735768149852825
10,33,22,11,5,6,3.0735416921866676
10,33,23,11,6,5,3.073696567468551
10,33,24,11,6,5,3.0736250048435787
10,33,25,11,7,4,3.073753673800362
10,33,26,11,6,5,3.0737397315408566
10,33,27,11,7,4,3.0737828102072737
10,33,28,11,8,3,3.0741635388663413
10,33,29,11,9,2,3.0744509977055925
10,33,30,11,10,2,3.0751421164724344
10,33,31,11,11,1,3.0753609596148572
10,33,32,11,11,1,3.0753609596148572
10,33,33,11,11,0,3.075307017152271
10,33,34,11,10,1,3.0748315832146034
10,33,35,11,11,2,3.073882231588365
10,33,36,11,12,3,3.0718529216924244
10,33,37,11,12,4,3.0710837615035067
10,33,38,11,13,4,3.0722300473207227
10,33,39,11,12,3,3.0710954544302007
10,33,40,11,11,4,3.064652337693729
10,33,41,11,10,5,3.062248223308151
10,33,42,11,10,6,3.061120290519098
10,33,43,11,9,7,3.059122324606866
10,33,44,11,9,7,3.059122324606866
10,33,45,11,8,7,3.0584055900673652
10,33,46,11,9,6,3.058889155514716
10,33,47,11,8,7,3.0584055900673652
10,33,48,11,7,8,3.057453447152637
10,33,49,11,7,8,3.057453447152637
10,34,0,10,6,8,3.0559641708178047
10,34,1,10,5,9,3.0562901223617827
10,34,2,10,6,8,3.0559641708178047
10,34,3,10,6,9,3.055889191207064
10,34,4,10,6,9,3.055889191207064
10,34,5,10,5,10,3.0562789332050193
10,34,6,10,4,10,3.0578408065871576
10,34,7,10,3,11,3.058923656331638
10,34,8,10,2,11,inf
10,34,9,10,1,11,inf
10,34,10,10,0,10,inf
10,34,11,10,1,11,inf
10,34,12,10,2,11,inf
10,34,13,10,2,10,inf
10,34,14,10,1,9,inf
10,34,15,10,2,8,inf
10,34,16,10,3,7,3.0725610561444294
10,34,17,10,4,7,3.0724411366414124
10,34,18,10,3,7,3.0725589486119183
10,34,19,10,4,6,3.07242929169924
10,34,20,10,5,5,3.0723322077930133
10,34,21,10,4,6,3.0724511718251266
10,34,22,10,5,5,3.0723719602321524
10,34,23,10,6,4,3.0725115390214057
10,34,24,10,6,4,3.0724408206349985
10,34,25,10,7,3,3.0725570194889396
10,34,26,10,6,4,3.0725565140939044
10,34,27,10,7,3,3.072586480511373
10,34,28,10,8,2,3.0730031059185396
10,34,29,10,9,1,3.0733160583699592
10,34,30,10,10,2,3.0738627883783782
10,34,31,10,11,2,3.0741409438765164
10,34,32,10,11,2,3.0741409438765164
10,34,33,10,11,1,3.0740538603448306
10,34,34,10,10,0,3.0737806380225967
10,34,35,10,11,1,3.0730012988933404
10,34,36,10,12,2,3.070756962364445
10,34,37,10,12,3,3.070005395376091
10,34,38,10,13,3,3.0710497781172785
10,34,39,10,12,2,3.07001771511563
10,34,40,10,11,3,3.062536465915187
10,34,41,10,10,4,3.060105635741653
10,34,42,10,10,5,3.0589398843455724
10,34,43,10,9,6,3.0571865680533215
10,34,44,10,9,6,3.0571865680533215
10,34,45,10,8,6,3.056560291139461
10,34,46,10,9,5,3.0569955426462947
10,34,47,10,8,6,3.056560291139461
10,34,48,10,7,7,3.0557068179879354
10,34,49,10,7,7,3.0557068179879354
10,35,0,11,6,7,3.06392506100614
10,35,1,11,5,8,3.0639805041350305
10,35,2,11,6,7,3.06392506100614
10,35,3,11,6,8,3.0638294544514495
10,35,4,11,6,8,3.0638294544514495
10,35,5,11,5,9,3.0639650759185484
10,35,6,11,4,9,3.0647290803084783
10,35,7,11,3,10,3.0652993236944224
10,35,8,11,2,11,inf
10,35,9,11,1,12,inf
10,35,10,11,0,11,inf
10,35,11,11,1,12,inf
10,35,12,11,2,11,inf
10,35,13,11,2,11,inf
10,35,14,11,1,10,inf
10,35,15,11,2,9,inf
10,35,16,11,3,8,3.069636361229776
10,35,17,11,4,8,3.0693774087894425
10,35,18,11,3,8,3.0696350002087596
10,35,19,11,4,7,3.0693444055091694
10,35,20,11,5,6,3.069125146491313
10,35,21,11,4,7,3.0693585387570352
10,35,22,11,5,6,3.0691533335812884
10,35,23,11,6,5,3.069263215889552
10,35,24,11,6,5,3.069188996443766
10,35,25,11,7,4,3.069285717266605
10,35,26,11,6,5,3.069317326775833
10,35,27,11,7,4,3.069317819424427
10,35,28,11,8,3,3.069896977257492
10,35,29,11,9,2,3.070458458102596
10,35,30,11,10,3,3.0721661524559023
10,35,31,11,11,3,3.0726636552404645
10,35,32,11,11,3,3.0726636552404645
10,35,33,11,11,2,3.0726796738058217
10,35,34,11,10,1,3.072174179868566
10,35,35,11,11,0,3.0733477633041955
10,35,36,11,12,1,3.073629308389728
10,35,37,11,12,2,3.073189343071374
10,35,38,11,13,2,3.0738438618644235
10,35,39,11,12,1,3.0731367317199516
10,35,40,11,11,2,3.0693075238518572
10,35,41,11,10,3,3.0676627204407305
10,35,42,11,10,4,3.0669914683468757
10,35,43,11,9,5,3.0654942063048836
10,35,44,11,9,5,3.0654942063048836
10,35,45,11,8,5,3.064823497094364
10,35,46,11,9,4,3.065310244543665
10,35,47,11,8,5,3.064823497094364
10,35,48,11,7,6,3.0639290990220323
10,35,49,11,7,6,3.0639290990220323
10,36,0,12,6,7,3.066829697898399
10,36,1,12,5,8,3.0667756694679893
10,36,2,12,6,7,3.066829697898399
10,36,3,12,6,8,3.0667263992675915
10,36,4,12,6,8,3.0667263992675915
10,36,5,12,5,9,3.0667586491919154
10,36,6,12,4,9,3.067207000049435
10,36,7,12,3,10,3.06757510261727
10,36,8,12,2,11,inf
10,36,9,12,1,12,inf
10,36,10,12,0,12,inf
10,36,11,12,1,12,inf
10,36,12,12,2,11,inf
10,36,13,12,2,12,inf
10,36,14,12,1,11,inf
10,36,15,12,2,10,inf
10,36,16,12,3,9,3.068376626835626
10,36,17,12,4,9,3.068059692269769
10,36,18,12,3,9,3.068375588510135
10,36,19,12,4,8,3.0680176786644204
10,36,20,12,5,7,3.0677463897763197
10,36,21,12,4,8,3.0680284691761432
10,36,22,12,5,7,3.067769619411689
10,36,23,12,6,6,3.067866667615161
10,36,24,12,6,6,3.0677910567582862
10,36,25,12,7,5,3.067878948721171
10,36,26,12,6,6,3.0679246691823154
10,36,27,12,7,5,3.067912202081713
10,36,28,12,8,4,3.0685596809585767
10,36,29,12,9,3,3.0692150868787964
10,36,30,12,10,4,3.071265494355936
10,36,31,12,11,4,3.0718631774546328
10,36,32,12,11,4,3.0718631774546328
10,36,33,12,11,3,3.071897300574033
10,36,34,12,10,2,3.0713814835354674
10,36,35,12,11,1,3.0733661933522853
10,36,36,12,12,0,3.07383202577303
10,36,37,12,12,1,3.0743025168644413
10,36,38,12,13,1,3.0747282260470503
10,36,39,12,12,2,3.073777627513951
10,36,40,12,11,2,3.071641053170554
10,36,41,12,10,3,3.0703166326797007
10,36,42,12,10,4,3.06986254445369
10,36,43,12,9,5,3.0685079881822768
10,36,44,12,9,5,3.0685079881822768
10,36,45,12,8,5,3.067829683254936
10,36,46,12,9,4,3.068331370572623
10,36,47,12,8,5,3.067829683254936
10,36,48,12,7,6,3.0669352129581338
10,36,49,12,7,6,3.0669352129581338
10,37,0,12,6,6,3.068195652304099
10,37,1,12,5,7,3.068103339187882
10,37,2,12,6,6,3.068195652304099
10,37,3,12,6,7,3.0680938926145194
10,37,4,12,6,7,3.0680938926145194
10,37,5,12,5,8,3.06808650963528
10,37,6,12,4,8,3.0684115552492135
10,37,7,12,3,9,3.0686980581482155
10,37,8,12,2,10,inf
10,37,9,12,1,11,inf
10,37,10,12,0,12,inf
10,37,11,12,1,11,inf
10,37,12,12,2,10,inf
10,37,13,12,2,11,inf
10,37,14,12,1,12,inf
10,37,15,12,2,11,inf
10,37,16,12,3,10,3.066820012650277
10,37,17,12,4,10,3.066390414598954
10,37,18,12,3,10,3.0668198254561787
10,37,19,12,4,9,3.0663333184173203
10,37,20,12,5,8,3.0659759960039046
10,37,21,12,4,9,3.06633549346793
10,37,22,12,5,8,3.0659842937314314
10,37,23,12,6,7,3.066037818072645
10,37,24,12,6,7,3.06597143613964
10,37,25,12,7,6,3.066020978821867
10,37,26,12,6,7,3.066093552063961
10,37,27,12,7,6,3.0660510222566675
10,37,28,12,8,5,3.0667103001700764
10,37,29,12,9,4,3.0674069450576162
10,37,30,12,10,5,3.0697156455140253
10,37,31,12,11,5,3.0703404993175987
10,37,32,12,11,5,3.0703404993175987
10,37,33,12,11,4,3.07045627315245
10,37,34,12,10,3,3.0699105269303715
10,37,35,12,11,2,3.0726259415828583
10,37,36,12,12,1,3.0731329828803897
10,37,37,12,12,0,3.0745959182942597
10,37,38,12,13,1,3.074762793795034
10,37,39,12,12,2,3.0730947712706533
10,37,40,12,11,1,3.07251294559117
10,37,41,12,10,2,3.0714030706325457
10,37,42,12,10,3,3.071069685995783
10,37,43,12,9,4,3.0698362748186314
10,37,44,12,9,4,3.0698362748186314
10,37,45,12,8,4,3.069187121814304
10,37,46,12,9,3,3.069671996131598
10,37,47,12,8,4,3.069187121814304
10,37,48,12,7,5,3.0683330987426043
10,37,49,12,7,5,3.0683330987426043
10,38,0,13,6,7,3.067646400375454
10,38,1,13,5,8,3.0675652395509863
10,38,2,13,6,7,3.067646400375454
10,38,3,13,6,8,3.0675422840636477
10,38,4,13,6,8,3.0675422840636477
10,38,5,13,5,9,3.0675480123403487
10,38,6,13,4,9,3.067914154816342
10,38,7,13,3,10,3.0682304736554484
10,38,8,13,2,11,inf
10,38,9,13,1,12,inf
10,38,10,13,0,13,inf
10,38,11,13,1,12,inf
10,38,12,13,2,11,inf
10,38,13,13,2,12,inf
10,38,14,13,1,12,inf
10,38,15,13,2,11,inf
10,38,16,13,3,10,3.0678040564482707
10,38,17,13,4,10,3.067450251553474
10,38,18,13,3,10,3.0678032747106565
10,38,19,13,4,9,3.067403151313789
10,38,20,13,5,8,3.0671027626324667
10,38,21,13,4,9,3.067411328602612
10,38,22,13,5,8,3.0671216208128276
10,38,23,13,6,7,3.0672061839231484
10,38,24,13,6,7,3.0671325442633752
10,38,25,13,7,6,3.0672099852172074
10,38,26,13,6,7,3.0672643338659213
10,38,27,13,7,6,3.0672426662200873
10,38,28,13,8,5,3.0679051621466913
10,38,29,13,9,4,3.0685875115210393
10,38,30,13,10,5,3.0707616700708646
10,38,31,13,11,5,3.071381690014575
10,38,32,13,11,5,3.071381690014575
10,38,33,13,11,4,3.071439014542404
10,38,34,13,10,3,3.0709035284549895
10,38,35,13,11,2,3.073207154125325
10,38,36,13,12,1,3.073658236659984
10,38,37,13,12,1,3.0745586763225723
10,38,38,13,13,0,3.0748991003419244
10,38,39,13,12,1,3.07360882594579
10,38,40,13,11,2,3.0722467729430623
10,38,41,13,10,3,3.0710182151697496
10,38,42,13,10,4,3.0706294719314506
10,38,43,13,9,5,3.0693308624129303
10,38,44,13,9,5,3.0693308624129303
10,38,45,13,8,5,3.0686592868289755
10,38,46,13,9,4,3.0691593812874336
10,38,47,13,8,5,3.0686592868289755
10,38,48,13,7,6,3.067776395770821
10,38,49,13,7,6,3.067776395770821
10,39,0,12,6,6,3.067266819994498
10,39,1,12,5,7,3.067209626581602
10,39,2,12,6,6,3.067266819994498
10,39,3,12,6,7,3.067167431726586
10,39,4,12,6,7,3.067167431726586
10,39,5,12,5,8,3.067193302923248
10,39,6,12,4,8,3.0676200800776483
10,39,7,12,3,9,3.0679689443603935
10,39,8,12,2,10,inf
10,39,9,12,1,11,inf
10,39,10,12,0,12,inf
10,39,11,12,1,11,inf
10,39,12,12,2,10,inf
10,39,13,12,2,11,inf
10,39,14,12,1,11,inf
10,39,15,12,2,10,inf
10,39,16,12,3,9,3.0672276824921094
10,39,17,12,4,9,3.066815236337651
10,39,18,12,3,9,3.0672274012223317
10,39,19,12,4,8,3.0667609351254197
10,39,20,12,5,7,3.066419787007143
10,39,21,12,4,8,3.06676408896239
10,39,22,12,5,7,3.0664294722476275
10,39,23,12,6,6,3.0664865604462515
10,39,24,12,6,6,3.0664208330680816
10,39,25,12,7,5,3.066472558578689
10,39,26,12,6,6,3.066540920318489
10,39,27,12,7,5,3.0665021168632216
10,39,28,12,8,4,3.067138899867704
10,39,29,12,9,3,3.067804294367119
10,39,30,12,10,4,3.0700057358131674
10,39,31,12,11,4,3.0705981093711823
10,39,32,12,11,4,3.0705981093711823
10,39,33,12,11,3,3.0707087023889685
10,39,34,12,10,2,3.0701827240483364
10,39,35,12,11,1,3.072706354448214
10,39,36,12,12,2,3.0731741817200287
10,39,37,12,12,2,3.0742680628450567
10,39,38,12,13,1,3.0745521419689505
10,39,39,12,12,0,3.073131175009243
10,39,40,12,11,1,3.071790224249754
10,39,41,12,10,2,3.070578246226691
10,39,42,12,10,3,3.070170370232399
10,39,43,12,9,4,3.0688800328169465
10,39,44,12,9,4,3.0688800328169465
10,39,45,12,8,4,3.0682306610665844
10,39,46,12,9,3,3.0687110684829535
10,39,47,12,8,4,3.0682306610665844
10,39,48,12,7,5,3.0673717037064794
10,39,49,12,7,5,3.0673717037064794
10,40,0,11,6,5,3.069531031683579
10,40,1,11,5,6,3.069427440115616
10,40,2,11,6,5,3.069531031683579
10,40,3,11,6,6,3.0694405549673007
10,40,4,11,6,6,3.0694405549673007
10,40,5,11,5,7,3.069412597362737
10,40,6,11,4,7,3.0696671767565045
10,40,7,11,3,8,3.0698937657393364
10,40,8,11,2,9,inf
10,40,9,11,1,10,inf
10,40,10,11,0,11,inf
10,40,11,11,1,10,inf
10,40,12,11,2,9,inf
10,40,13,11,2,10,inf
10,40,14,11,1,11,inf
10,40,15,11,2,11,inf
10,40,16,11,3,10,3.063103686691055
10,40,17,11,4,10,3.0623907284778715
10,40,18,11,3,10,3.0631058927299564
10,40,19,11,4,9,3.0622941379110626
10,40,20,11,5,8,3.061709569239578
10,40,21,11,4,9,3.0622726554224697
10,40,22,11,5,8,3.0616754523398573
10,40,23,11,6,7,3.0616054600800084
10,40,24,11,6,7,3.061569484639384
10,40,25,11,7,6,3.0615037872061572
10,40,26,11,6,7,3.0616497992636633
10,40,27,11,7,6,3.0615226597770135
10,40,28,11,8,5,3.062139607984157
10,40,29,11,9,4,3.0628576150623106
10,40,30,11,10,5,3.0654698495202206
10,40,31,11,11,5,3.066137338067287
10,40,32,11,11,5,3.066137338067287
10,40,33,11,11,4,3.066442763930822
10,40,34,11,10,3,3.0659833245307784
10,40,35,11,11,2,3.070193672371519
10,40,36,11,12,2,3.0709514497199946
10,40,37,11,12,1,3.0737896846229193
10,40,38,11,13,2,3.073781935457405
10,40,39,11,12,1,3.0709282668720204
10,40,40,11,11,0,3.0729210690921325
10,40,41,11,10,1,3.0721520794781356
10,40,42,11,10,2,3.0720153109335584
10,40,43,11,9,3,3.0709785622483596
10,40,44,11,9,3,3.0709785622483596
10,40,45,11,8,3,3.070414937808774
10,40,46,11,9,2,3.0708374693353058
10,40,47,11,8,3,3.070414937808774
10,40,48,11,7,4,3.0696685218201054
10,40,49,11,7,4,3.0696685218201054
10,41,0,10,6,4,3.072604535004728
10,41,1,10,5,5,3.0724751825705643
10,41,2,10,6,4,3.072604535004728
10,41,3,10,6,5,3.072540138496641
10,41,4,10,6,5,3.072540138496641
10,41,5,10,5,6,3.0724648954105755
10,41,6,10,4,6,3.0725539309431595
10,41,7,10,3,7,3.0726406885111075
10,41,8,10,2,8,inf
10,41,9,10,1,9,inf
10,41,10,10,0,10,inf
10,41,11,10,1,9,inf
10,41,12,10,2,8,inf
10,41,13,10,2,9,inf
10,41,14,10,1,10,inf
10,41,15,10,2,11,inf
10,41,16,10,3,11,3.053216928967905
10,41,17,10,4,11,3.0518432338724915
10,41,18,10,3,11,3.0532253762618673
10,41,19,10,4,10,3.051641211428991
10,41,20,10,5,9,3.0504390495575353
10,41,21,10,4,10,3.0515599957848063
10,41,22,10,5,9,3.0502959514704457
10,41,23,10,6,8,3.0499158633680485
10,41,24,10,6,8,3.0499563926648974
10,41,25,10,7,7,3.0495868536248327
10,41,26,10,6,8,3.04993142873824
10,41,27,10,7,7,3.0495782421256408
10,41,28,10,8,6,3.0500668576963452
10,41,29,10,9,5,3.0507979234476874
10,41,30,10,10,6,3.053903315030512
10,41,31,10,11,6,3.05468393973163
10,41,32,10,11,6,3.05468393973163
10,41,33,10,11,5,3.055427605592168
10,41,34,10,10,4,3.0553089888540175
10,41,35,10,11,3,3.063628390735607
10,41,36,10,12,3,3.0650612268859594
10,41,37,10,12,2,3.0710748536756936
10,41,38,10,13,3,3.070849255549302
10,41,39,10,12,2,3.065068396477222
10,41,40,10,11,1,3.073559092995474
10,41,41,10,10,0,3.073749729361554
10,41,42,10,10,1,3.074155402703231
10,41,43,10,9,2,3.0735915208177906
10,41,44,10,9,2,3.0735915208177906
10,41,45,10,8,2,3.073231983155857
10,41,46,10,9,1,3.0734942617677214
10,41,47,10,8,2,3.073231983155857
10,41,48,10,7,3,3.0727415107875524
10,41,49,10,7,3,3.0727415107875524
10,42,0,10,6,4,3.073885699391846
10,42,1,10,5,5,3.073748526173323
10,42,2,10,6,4,3.073885699391846
10,42,3,10,6,5,3.0738332229715226
10,42,4,10,6,5,3.0738332229715226
10,42,5,10,5,6,3.073740349812617
10,42,6,10,4,6,3.0737667986632933
10,42,7,10,3,7,3.0737975199386307
10,42,8,10,2,8,inf
10,42,9,10,1,9,inf
10,42,10,10,0,10,inf
10,42,11,10,1,9,inf
10,42,12,10,2,8,inf
10,42,13,10,2,9,inf
10,42,14,10,1,10,inf
10,42,15,10,2,11,inf
10,42,16,10,3,12,3.0493635979713876
10,42,17,10,4,12,3.047679043320046
10,42,18,10,3,12,3.04937449391672
10,42,19,10,4,11,3.047436684509277
10,42,20,10,5,10,3.046003567953527
10,42,21,10,4,11,3.0473310094169985
10,42,22,10,5,10,3.0458167081158565
10,42,23,10,6,9,3.045308160343338
10,42,24,10,6,9,3.0453801892395442
10,42,25,10,7,8,3.044891728161645
10,42,26,10,6,9,3.045311426343735
10,42,27,10,7,8,3.044871413027761
10,42,28,10,8,7,3.045306333697554
10,42,29,10,9,6,3.0460533226631425
10,42,30,10,10,7,3.0493543341533855
10,42,31,10,11,7,3.0502149119327915
10,42,32,10,11,7,3.0502149119327915
10,42,33,10,11,6,3.0511485303172776
10,42,34,10,10,5,3.051213407683761
10,42,35,10,11,4,3.061102833875866
10,42,36,10,12,4,3.062796242260867
10,42,37,10,12,3,3.0700470483613977
10,42,38,10,13,4,3.0697732696957267
10,42,39,10,12,3,3.0628069409975716
10,42,40,10,11,2,3.073930871731106
10,42,41,10,10,1,3.0743977077957996
10,42,42,10,10,0,3.075045501166453
10,42,43,10,9,1,3.0746725051903656
10,42,44,10,9,1,3.074672505190365
10,42,45,10,8,2,3.074397055014818
10,42,46,10,9,2,3.0746041160830844
10,42,47,10,8,2,3.074397055014818
10,42,48,10,7,3,3.0740190612887996
10,42,49,10,7,3,3.0740190612887996
10,43,0,9,6,4,3.074393900237345
10,43,1,9,5,4,3.0742592558042565
10,43,2,9,6,3,3.0743939002226797
10,43,3,9,6,4,3.074348335582015
10,43,4,9,6,5,3.0743483355818455
10,43,5,9,5,5,3.0742522636154836
10,43,6,9,4,5,3.074258350160277
10,43,7,9,3,6,3.074269266579601
10,43,8,9,2,7,inf
10,43,9,9,1,8,inf
10,43,10,9,0,9,inf
10,43,11,9,1,8,inf
10,43,12,9,2,7,inf
10,43,13,9,2,8,inf
10,43,14,9,1,9,inf
10,43,15,9,2,10,inf
10,43,16,9,3,11,3.0453358607252117
10,43,17,9,4,12,3.043436939501171
10,43,18,9,3,11,3.0453494196777124
10,43,19,9,4,12,3.0431447481235097
10,43,20,9,5,11,3.041403827060835
10,43,21,9,4,12,3.043016258051282
10,43,22,9,5,11,3.0411727467418648
10,43,23,9,6,10,3.040548637250306
10,43,24,9,6,10,3.0406490466929883
10,43,25,9,7,9,3.040026850912741
10,43,26,9,6,10,3.040541519016304
10,43,27,9,7,9,3.039997327974733
10,43,28,9,8,8,3.0403591870331304
10,43,29,9,9,7,3.041047644358
10,43,30,9,10,8,3.0442567385532224
10,43,31,9,11,8,3.0450975017824797
10,43,32,9,11,8,3.0450975017824797
10,43,33,9,11,7,3.0461315273865908
10,43,34,9,10,6,3.0463427289053575
10,43,35,9,11,5,3.057725695307736
10,43,36,9,12,5,3.0598947700010584
10,43,37,9,12,4,3.068255263896525
10,43,38,9,13,5,3.067911156223567
10,43,39,9,12,4,3.0599432517447176
10,43,40,9,11,3,3.073212940851011
10,43,41,9,10,2,3.0743977863462533
10,43,42,9,10,1,3.075003661750543
10,43,43,9,9,0,3.074964250703115
10,43,44,9,9,1,3.074964244434269
10,43,45,9,8,2,3.0748090661510927
10,43,46,9,9,2,3.0749059156963146
10,43,47,9,8,1,3.0748090602204297
10,43,48,9,7,2,3.0745160225735706
10,43,49,9,7,3,3.0745160224950148
10,44,0,9,6,3,3.0743939002226797
10,44,1,9,5,4,3.074259255804256
10,44,2,9,6,4,3.074393900237345
10,44,3,9,6,5,3.0743483355818455
10,44,4,9,6,4,3.074348335582015
10,44,5,9,5,5,3.0742522636154836
10,44,6,9,4,5,3.074258350160277
10,44,7,9,3,6,3.074269266579601
10,44,8,9,2,7,inf
10,44,9,9,1,8,inf
10,44,10,9,0,9,inf
10,44,11,9,1,8,inf
10,44,12,9,2,7,inf
10,44,13,9,2,8,inf
10,44,14,9,1,9,inf
10,44,15,9,2,10,inf
10,44,16,9,3,11,3.0453358607252117
10,44,17,9,4,12,3.043436939501171
10,44,18,9,3,11,3.0453494196777124
10,44,19,9,4,12,3.0431447481235097
10,44,20,9,5,11,3.041403827060835
10,44,21,9,4,12,3.043016258051282
10,44,22,9,5,11,3.0411727467418648
10,44,23,9,6,10,3.040548637250306
10,44,24,9,6,10,3.0406490466929883
10,44,25,9,7,9,3.040026850912741
10,44,26,9,6,10,3.040541519016304
10,44,27,9,7,9,3.039997327974733
10,44,28,9,8,8,3.0403591870331304
10,44,29,9,9,7,3.041047644358
10,44,30,9,10,8,3.0442567385532224
10,44,31,9,11,8,3.0450975017824797
10,44,32,9,11,8,3.0450975017824797
10,44,33,9,11,7,3.0461315273865908
10,44,34,9,10,6,3.0463427289053575
10,44,35,9,11,5,3.057725695307736
10,44,36,9,12,5,3.0598947700010584
10,44,37,9,12,4,3.068255263896525
10,44,38,9,13,5,3.067911156223567
10,44,39,9,12,4,3.0599432517447176
10,44,40,9,11,3,3.073212940851011
10,44,41,9,10,2,3.0743977863462533
10,44,42,9,10,1,3.0750036617505425
10,44,43,9,9,1,3.074964244434269
10,44,44,9,9,0,3.074964250703115
10,44,45,9,8,1,3.0748090602204297
